<DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
240111 213000 275.5400000 275.8500000 275.2800000 275.8100000 258660
240111 220000 275.8000000 275.8000000 275.4100000 275.5800000 147100
240111 223000 275.5600000 275.6200000 275.4000000 275.5600000 64870
240111 230000 275.5600000 275.7000000 275.5400000 275.6400000 164630
240111 233000 275.5800000 275.7400000 275.5200000 275.7100000 115640
240112 100000 275.9000000 276.9600000 274.7700000 275.2800000 3825880
240112 103000 275.2500000 275.7700000 275.0000000 275.4600000 1109180
240112 110000 275.4700000 275.7900000 275.0200000 275.6600000 967260
240112 113000 275.6800000 276.3000000 275.5400000 275.9400000 1127000
240112 120000 275.9500000 275.9500000 275.5400000 275.5500000 263070
240112 123000 275.5500000 276.0700000 275.5300000 275.7200000 401370
240112 130000 275.7200000 275.7300000 275.2000000 275.3700000 995520
240112 133000 275.3700000 275.7000000 275.3700000 275.6700000 519140
240112 140000 275.6800000 275.7000000 275.3600000 275.3900000 283550
240112 143000 275.4200000 276.2400000 275.3900000 275.9700000 1264680
240112 150000 275.9900000 276.0000000 275.8200000 275.8800000 201080
240112 153000 275.8900000 275.8900000 275.5000000 275.8200000 599400
240112 160000 275.8500000 275.9700000 275.7000000 275.8500000 481150
240112 163000 275.8800000 275.9700000 275.5200000 275.6500000 479170
240112 170000 275.6500000 276.0000000 275.5300000 276.0000000 881940
240112 173000 275.9900000 276.2500000 275.9500000 276.0200000 1031550
240112 180000 276.1200000 276.1500000 275.7900000 275.8300000 368590
240112 183000 275.8400000 275.8400000 275.4000000 275.4000000 431560
240112 190000 275.7100000 275.7200000 275.3100000 275.4000000 273750
240112 193000 275.4500000 275.6400000 275.3100000 275.6200000 255670
240112 200000 275.6200000 275.7000000 275.4200000 275.4900000 130600
240112 203000 275.4900000 275.5400000 275.3600000 275.5100000 162890
240112 210000 275.5000000 275.6700000 275.4500000 275.6700000 203920
240112 213000 275.6600000 275.8300000 275.6000000 275.7200000 296130
240112 220000 275.7300000 275.7300000 275.5200000 275.5800000 78260
240112 223000 275.5900000 275.9700000 275.5500000 275.8500000 311840
240112 230000 275.8500000 275.9100000 275.6800000 275.8600000 196040
240112 233000 275.7700000 276.0000000 275.4000000 275.8400000 468160
240115 100000 276.3000000 277.4000000 276.0000000 277.1300000 4109210
240115 103000 277.1300000 277.7300000 276.6000000 276.8400000 2300160
240115 110000 276.8500000 277.4300000 276.8400000 276.9000000 1047980
240115 113000 276.9100000 276.9200000 276.7500000 276.7700000 698330
240115 120000 276.7700000 277.2600000 276.7500000 277.1500000 829040
240115 123000 277.1500000 277.1900000 276.4000000 276.5800000 1266000
240115 130000 276.5800000 276.8000000 276.4700000 276.6600000 545680
240115 133000 276.6600000 276.6600000 275.8900000 275.8900000 1292530
240115 140000 275.8800000 276.4300000 275.8000000 276.4300000 732740
240115 143000 276.4300000 276.6600000 276.3000000 276.3100000 389980
240115 150000 276.3100000 276.7700000 276.3000000 276.6200000 456990
